Ts,Run,Frame,dID,oID,R11,R12,R13,R21,R22,R23,R31,R32,R33,Tx,Ty,Tz
21.27.12.390,11,863,object_6,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.154542714357,-0.0891591757536,0.794608712196
21.27.12.390,11,863,object_7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.154542714357,-0.0891591757536,0.794608712196
21.27.26.422,11,1049,object_6,1,1.0,0.0,0.0,0.0,0.999807,0.0196337,0.0,-0.0196337,0.999807,0.218486733735,-0.141585532576,0.855262048542
21.27.40.328,11,1234,object_6,1,0.999369,-0.0348988,-0.00654494,0.0351624,0.998332,0.0457979,0.00493573,-0.0459991,0.998929,0.143186472356,-0.034278633073,0.831078726798
21.27.54.358,11,1428,object_6,2,0.999353,-0.0348982,-0.00872653,0.0352467,0.998426,0.0436177,0.00719062,-0.0438971,0.99901,0.242649760097,-0.0586079582572,0.824205495417
21.27.54.358,11,1428,object_7,2,0.999353,-0.0348982,-0.00872653,0.0352467,0.998426,0.0436177,0.00719062,-0.0438971,0.99901,0.242649760097,-0.0586079582572,0.824205495417
21.28.07.377,11,1612,object_6,1,0.998627,-0.00217867,0.052336,0.00571353,0.997704,-0.0674873,-0.0520687,0.0676937,0.996347,0.21864137426,-0.121715214103,0.836821581237
21.28.22.295,11,1766,object_6,1,0.999695,0.0174497,-0.0174524,0.00128975,0.669255,0.743032,0.0246458,-0.742828,0.669029,0.183582256548,0.0107116773725,0.695986792445
21.28.36.344,11,1929,object_6,1,0.999048,-0.026161,-0.0348995,0.0432056,0.703125,0.709753,0.00597085,-0.710585,0.703586,0.151583237574,-0.00649677962065,0.68371335417
21.28.51.312,11,2144,object_6,1,0.998097,0.0610462,0.00872654,-0.0611913,0.997974,0.0174517,-0.00764349,-0.0179525,0.99981,0.199685841799,-0.166922487319,0.861368060112
21.29.05.323,11,2379,object_6,1,0.975683,-0.202942,0.0828082,0.205859,0.978174,-0.0282604,-0.0752656,0.04462,0.996165,0.140629071742,-0.135166183114,0.838007491082
21.29.21.345,11,2481,object_7,1,0.998511,0.0545144,-0.00218166,-0.0370072,0.706139,0.707105,0.0400879,-0.705971,0.707105,0.065030189231,-0.112209624611,1.03006994911
21.29.32.266,11,2625,object_6,1,0.999239,-0.0348942,-0.0174524,0.0342695,0.998803,-0.0348942,0.0186491,0.0342695,0.999239,-0.00366293638945,-0.15979558602,1.00630680937
21.29.43.280,11,2819,object_6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.117444097996,-0.0923454388976,0.793899953365
21.29.57.146,11,2943,object_6,1,0.996301,0.074038,0.0436194,-0.0362665,0.822462,-0.567662,-0.0779038,0.56398,0.822105,0.138297809288,-0.0627075694501,0.734954304993
21.30.13.116,11,3066,object_6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.158511400223,-0.0878938287497,0.802095293999
21.30.28.053,11,3261,object_7,1,0.984798,-0.173647,-0.00436331,0.173698,0.984325,0.0305382,-0.00100794,-0.0308319,0.999524,-0.0484498552978,0.0276173353195,1.01057008468
21.30.39.140,11,3498,object_6,2,0.99916,-0.0370741,0.0174524,0.0388443,0.992565,-0.115353,-0.013046,0.115934,0.993171,0.134802907705,-0.00628482364118,0.977139824536
21.30.39.140,11,3498,object_7,2,0.99916,-0.0370741,0.0174524,0.0388443,0.992565,-0.115353,-0.013046,0.115934,0.993171,0.134802907705,-0.00628482364118,0.977139824536
21.30.50.189,11,3703,object_6,1,0.984268,-0.0861123,0.154279,0.0529291,0.976796,0.20753,-0.16857,-0.1961,0.965986,0.175872512162,-0.104069983587,0.828515022993
21.31.05.219,11,3877,object_6,2,0.999315,-0.026168,-0.0261769,0.0370006,0.687622,0.725126,-0.000975241,-0.725598,0.688119,-0.0442287838086,-0.0169138684869,0.687412701547
21.31.05.219,11,3877,object_7,2,0.999315,-0.026168,-0.0261769,0.0370006,0.687622,0.725126,-0.000975241,-0.725598,0.688119,-0.0442287838086,-0.0169138684869,0.687412701547
21.31.21.323,11,4011,object_7,1,0.944806,0.32763,2.49876e-08,-0.243477,0.702128,0.669131,0.219227,-0.632199,0.743145,0.029772117734,-0.0872538043186,1.05711408332
21.31.32.262,11,4133,object_6,1,0.966332,0.247662,-0.0697565,-0.23569,0.743274,-0.626095,-0.103212,0.621456,0.776621,0.0902574919164,-0.105874717236,0.798303269432
21.31.48.265,11,4225,object_6,1,0.999048,-2.81219e-09,-0.0436194,0.031311,0.696226,0.717139,0.030369,-0.717823,0.695563,0.242930949666,-0.300431801006,0.883550003171
21.32.09.344,11,4328,object_6,2,0.999712,0.023996,6.97605e-10,-0.0168935,0.703812,0.710185,0.0170416,-0.709981,0.704015,0.134757772088,-0.0662258937955,0.758627738804
21.32.09.344,11,4328,object_7,2,0.999712,0.023996,6.97605e-10,-0.0168935,0.703812,0.710185,0.0170416,-0.709981,0.704015,0.134757772088,-0.0662258937955,0.758627738804
21.32.26.326,11,4430,object_6,1,0.99971,-0.0239959,0.00218166,0.0240683,0.998758,-0.0436193,-0.00113227,0.0436591,0.999046,0.107141284097,-0.159577589482,0.819796741009
21.32.39.451,11,4555,object_6,2,0.993768,-0.069491,-0.0871557,0.0708886,0.997399,0.0130398,0.0860229,-0.0191369,0.996109,0.167421020567,0.0979210818186,0.760812815279
21.32.39.451,11,4555,object_7,2,0.993768,-0.069491,-0.0871557,0.0708886,0.997399,0.0130398,0.0860229,-0.0191369,0.996109,0.167421020567,0.0979210818186,0.760812815279
