Ts,Run,Frame,dID,oID,R11,R12,R13,R21,R22,R23,R31,R32,R33,Tx,Ty,Tz
20.19.51.034,1,175750,object_6,1,0.999941,0.0109081,1.14194e-10,-0.0108686,0.996323,0.0849822,0.000926993,-0.0849771,0.996382,-0.0758728575893,0.175701260567,0.712111467496
20.20.07.209,1,176202,object_7,1,0.938181,0.34147,-0.0566928,-0.327573,0.928784,0.173369,0.111856,-0.14408,0.983224,-0.270911842585,0.0813986151479,0.819777093828
20.20.20.252,1,176816,object_6,1,0.999595,0.0283577,-0.00218166,-0.0283578,0.999598,-3.72493e-12,0.00218078,6.18671e-05,0.999998,-0.382216408849,-0.0292380033061,0.756682829
20.20.32.444,1,177186,object_6,1,0.990303,-0.0475677,-0.130526,0.0632396,0.990917,0.11868,0.123695,-0.125783,0.984316,-0.0732773840427,0.148204188794,0.730117706582
20.20.46.383,1,177617,object_6,1,0.994592,0.0870156,0.0566928,-0.0982299,0.965408,0.241533,-0.0337146,-0.245796,0.968735,-0.0385564081371,-0.0123256146908,0.791874721646
20.20.58.366,1,177944,object_6,2,0.99631,0.0347919,0.0784591,-0.0350705,0.999382,0.00217493,-0.078335,-0.00491851,0.996915,0.0439754910767,-0.181373268366,0.763397216797
20.20.58.366,1,177944,object_7,2,0.99631,0.0347919,0.0784591,-0.0350705,0.999382,0.00217493,-0.078335,-0.00491851,0.996915,0.0439754910767,-0.181373268366,0.763397216797
20.21.12.271,1,178303,object_6,1,0.994783,0.0652015,0.0784591,-0.100504,0.758283,0.644132,-0.0174958,-0.648657,0.76088,-0.101065710187,-0.159118230513,0.960838519037
20.21.25.295,1,178630,object_7,1,0.996402,0.0806062,0.0261769,-0.0846393,0.962234,0.25873,-0.00433308,-0.260015,0.965595,-0.134550444782,-0.213570039719,0.847772698849
20.21.38.075,1,179041,object_6,1,0.998135,0.0610485,3.28745e-10,-0.0609577,0.996651,-0.0545145,-0.00332803,0.0544128,0.998513,-0.261986300349,-0.097003553994,0.996540848166
20.21.50.076,1,179380,object_6,2,0.983535,0.180069,-0.015271,-0.180023,0.983653,0.0043628,0.015807,-0.00154184,0.999874,-0.0886054569855,0.00436654221267,0.755118586123
20.21.50.076,1,179380,object_7,2,0.983535,0.180069,-0.015271,-0.180023,0.983653,0.0043628,0.015807,-0.00154184,0.999874,-0.0886054569855,0.00436654221267,0.755118586123
20.22.04.221,1,179729,object_6,1,0.995663,-0.0783603,-0.0501572,0.0667739,0.977261,-0.201252,0.0647868,0.19703,0.978255,-0.0754700638354,-0.145321119577,1.0316888988
20.22.16.314,1,180057,object_6,2,0.999619,-0.026176,0.00872654,0.0273758,0.980405,-0.195083,-0.00344906,0.195248,0.980748,-0.158400753513,0.0269925519824,0.739141687751
20.22.16.314,1,180057,object_7,2,0.999619,-0.026176,0.00872654,0.0273758,0.980405,-0.195083,-0.00344906,0.195248,0.980748,-0.158400753513,0.0269925519824,0.739141687751
20.22.29.406,1,180438,object_6,1,1.0,0.0,0.0,0.0,0.7504,0.660985,0.0,-0.660985,0.7504,-0.024283349514,-0.102136724629,0.947006934322
20.22.41.340,1,180725,object_6,2,0.980883,0.164143,-0.104528,-0.158446,0.985499,0.0607141,0.112979,-0.0429913,0.992667,-0.319419324398,0.0294934269041,0.743411574047
20.22.41.340,1,180725,object_7,2,0.980883,0.164143,-0.104528,-0.158446,0.985499,0.0607141,0.112979,-0.0429913,0.992667,-0.319419324398,0.0294934269041,0.743411574047
20.22.55.284,1,181022,object_6,1,0.99971,0.0239959,-0.00218166,-0.0240448,0.999368,-0.0261769,0.00155214,0.0262217,0.999655,-0.067850632593,-0.00715056806803,0.760973643512
20.23.07.179,1,181391,object_6,1,0.998361,-0.0545062,0.0174524,0.0513399,0.987686,0.147787,-0.0252928,-0.146649,0.988865,-0.325632639229,0.0291072949767,0.765008568764
20.23.21.134,1,181688,object_6,2,0.999039,-0.043619,0.00436331,0.0393305,0.935847,0.350204,-0.0193589,-0.349696,0.936663,-0.0667669996619,-0.231897592545,0.994739860296
20.23.21.134,1,181688,object_7,2,0.999039,-0.043619,0.00436331,0.0393305,0.935847,0.350204,-0.0193589,-0.349696,0.936663,-0.0667669996619,-0.231897592545,0.994739860296
20.23.33.015,1,181945,object_6,2,0.985923,-0.167199,2.80958e-10,0.16697,0.984572,-0.052336,0.00875052,0.0515992,0.99863,-0.122294656467,0.169045254588,0.70687615592
20.23.33.015,1,181945,object_7,2,0.985923,-0.167199,2.80958e-10,0.16697,0.984572,-0.052336,0.00875052,0.0515992,0.99863,-0.122294656467,0.169045254588,0.70687615592
20.23.47.072,1,182191,object_7,1,0.992215,-0.117436,0.0414397,0.123455,0.971267,-0.203467,-0.0163546,0.206999,0.978204,-0.019742038101,0.21266426146,0.75065619871
20.24.02.280,1,182602,object_6,1,0.983404,0.116394,-0.139173,-0.103099,0.989711,0.099213,0.149289,-0.0832179,0.985286,-0.157128594816,-0.00599907338619,0.773358955979
